"patient_id","question_id","model","score_bleu","score_rouge_l","score_bert"
87,7,"llama3.3-70b",0.7419447,1.0,0.9942805
87,8,"llama3.3-70b",0.0,0.10204082,0.86024576
87,9,"llama3.3-70b",0.0,0.1590909,0.84425914
88,0,"llama3.3-70b",0.5335217,0.7654321,0.9664954
88,1,"llama3.3-70b",0.59694916,0.8888889,0.99327046
88,2,"llama3.3-70b",0.13494335,0.4888889,0.9291937
88,3,"llama3.3-70b",0.5373959,0.848,0.9597646
88,4,"llama3.3-70b",0.2499463,0.51282054,0.9325502
88,5,"llama3.3-70b",0.8423627,1.0,0.9931791
88,6,"llama3.3-70b",0.18542035,0.6987952,0.9422806
88,7,"llama3.3-70b",0.59460354,1.0,0.9879457
88,8,"llama3.3-70b",0.0,0.6666667,0.9528417
88,9,"llama3.3-70b",0.2858856,0.5873016,0.919824
89,0,"llama3.3-70b",1.0,1.0,1.0000001
89,1,"llama3.3-70b",0.69647056,1.0,0.99411964
89,2,"llama3.3-70b",0.23835357,0.51282054,0.9235453
89,3,"llama3.3-70b",0.31171024,0.6923077,0.944132
89,4,"llama3.3-70b",0.13972868,0.3561644,0.91984236
89,5,"llama3.3-70b",0.8423627,1.0,0.99346596
89,6,"llama3.3-70b",0.0,0.57894737,0.93497425
89,7,"llama3.3-70b",0.7419447,1.0,0.9942166
89,8,"llama3.3-70b",0.0,1.0,0.9829304
89,9,"llama3.3-70b",0.44095457,0.74336284,0.9416943
90,0,"llama3.3-70b",0.09559579,0.21978022,0.8684428
90,1,"llama3.3-70b",0.59694916,0.8888889,0.99327046
90,2,"llama3.3-70b",0.17522359,0.4651163,0.92525166
90,3,"llama3.3-70b",0.6664912,0.9189189,0.97975296
90,4,"llama3.3-70b",0.3045184,0.64615387,0.9495346
90,5,"llama3.3-70b",0.0,0.3548387,0.864798
90,6,"llama3.3-70b",0.0,0.15827338,0.86180454
90,7,"llama3.3-70b",0.7419447,1.0,0.9929706
90,8,"llama3.3-70b",0.0,0.6666667,0.9528417
90,9,"llama3.3-70b",0.5170324,0.7387387,0.952602
91,0,"llama3.3-70b",0.06508044,0.20833333,0.88453066
91,1,"llama3.3-70b",1.0,1.0,0.9999999
91,2,"llama3.3-70b",0.1234315,0.44444445,0.9280603
91,3,"llama3.3-70b",0.13320704,0.4347826,0.9086502
91,4,"llama3.3-70b",0.43178537,0.7741935,0.966993
91,5,"llama3.3-70b",0.0,0.4,0.9086729
91,6,"llama3.3-70b",0.0,0.125,0.83832246
91,7,"llama3.3-70b",0.27901593,0.85714287,0.9675128
91,8,"llama3.3-70b",0.45480192,0.85714287,0.9705667
91,9,"llama3.3-70b",0.2608826,0.5217391,0.9106227
92,0,"llama3.3-70b",0.8266114,0.94545454,0.9897316
92,1,"llama3.3-70b",1.0,1.0,1.0
92,2,"llama3.3-70b",0.18007848,0.52380955,0.9233568
92,3,"llama3.3-70b",0.31509808,0.75384617,0.9450632
92,4,"llama3.3-70b",0.27763152,0.62857145,0.9475549
92,5,"llama3.3-70b",1.0,1.0,1.0000001
92,6,"llama3.3-70b",0.0,0.56,0.92994374
92,7,"llama3.3-70b",0.7419447,1.0,0.9942752
92,8,"llama3.3-70b",0.0,0.09009009,0.856227
92,9,"llama3.3-70b",0.37831348,0.7118644,0.9348764
93,0,"llama3.3-70b",0.54609513,0.75,0.9608575
93,1,"llama3.3-70b",1.0,1.0,1.0000001
93,2,"llama3.3-70b",0.58389974,0.7659575,0.9667462
93,3,"llama3.3-70b",0.0,0.23529412,0.912355
93,4,"llama3.3-70b",0.0,0.37037036,0.9227129
93,5,"llama3.3-70b",0.8555262,1.0,0.9935557
93,6,"llama3.3-70b",0.39725393,0.8135593,0.95849293
93,7,"llama3.3-70b",0.27901593,0.85714287,0.9735866
93,8,"llama3.3-70b",0.0,1.0,0.9831574
93,9,"llama3.3-70b",0.27566457,0.68907565,0.9513768
94,0,"llama3.3-70b",0.61462367,0.7027027,0.9711522
94,1,"llama3.3-70b",0.0,0.4680851,0.9173803
94,2,"llama3.3-70b",0.12511194,0.51282054,0.9281534
94,3,"llama3.3-70b",0.62008244,0.86868685,0.9608378
94,4,"llama3.3-70b",0.17428996,0.35,0.9289278
94,5,"llama3.3-70b",0.8555262,1.0,0.9922748
94,6,"llama3.3-70b",0.0,0.6052632,0.9341762
94,7,"llama3.3-70b",0.31559846,0.6315789,0.9360542
94,8,"llama3.3-70b",0.0,1.0,0.98292255
94,9,"llama3.3-70b",0.38162637,0.5934066,0.9385225
95,0,"llama3.3-70b",0.5363527,0.8450704,0.9788327
95,1,"llama3.3-70b",0.72925717,0.8695652,0.9703522
95,2,"llama3.3-70b",0.16225022,0.45454547,0.9259479
95,3,"llama3.3-70b",0.2574018,0.699187,0.935445
95,4,"llama3.3-70b",0.23823482,0.4857143,0.9299593
95,5,"llama3.3-70b",0.8423627,1.0,0.99366903
95,6,"llama3.3-70b",0.0,0.11594203,0.8565107
95,7,"llama3.3-70b",0.0,0.45454547,0.94166535
95,8,"llama3.3-70b",0.0,0.7692308,0.9586556
95,9,"llama3.3-70b",0.0,0.20224719,0.8366733
96,0,"llama3.3-70b",0.50813276,0.73913044,0.9579766
96,1,"llama3.3-70b",1.0,1.0,0.9999998
96,2,"llama3.3-70b",0.61322975,0.85714287,0.96533287
96,3,"llama3.3-70b",0.0,0.21052632,0.892083
96,4,"llama3.3-70b",0.32260135,0.5882353,0.9637349
96,5,"llama3.3-70b",0.8265168,1.0,0.99197876
96,6,"llama3.3-70b",0.0,0.2962963,0.887771
96,7,"llama3.3-70b",0.3438931,0.8333333,0.97417414
96,8,"llama3.3-70b",0.0,0.6666667,0.9497301
96,9,"llama3.3-70b",0.45063964,0.7079646,0.9504105
97,0,"llama3.3-70b",0.4845766,0.74285716,0.97033626
97,1,"llama3.3-70b",0.0,0.3478261,0.8927336
97,2,"llama3.3-70b",0.16225022,0.45454547,0.9241405
97,3,"llama3.3-70b",0.39859924,0.7758621,0.94948524
97,4,"llama3.3-70b",0.24323907,0.52307695,0.9335763
97,5,"llama3.3-70b",0.31455603,0.64285713,0.9212713
97,6,"llama3.3-70b",0.28815922,0.68421054,0.94719666
97,7,"llama3.3-70b",0.7419447,1.0,0.9929706
97,8,"llama3.3-70b",0.0,0.6666667,0.9528417
97,9,"llama3.3-70b",0.266585,0.60194176,0.9374486
98,0,"llama3.3-70b",0.85923773,0.939759,0.9898682
98,1,"llama3.3-70b",1.0,1.0,0.9999999
98,2,"llama3.3-70b",0.17522359,0.4651163,0.92525166
98,3,"llama3.3-70b",0.3212911,0.7479675,0.948111
98,4,"llama3.3-70b",0.24871287,0.49275362,0.9256988
98,5,"llama3.3-70b",0.14757581,0.3478261,0.88008887
98,6,"llama3.3-70b",0.0,0.16071428,0.8643973
98,7,"llama3.3-70b",0.7419447,1.0,0.9929706
98,8,"llama3.3-70b",0.0,0.6666667,0.9528417
98,9,"llama3.3-70b",0.25249663,0.5981308,0.9351617
99,0,"llama3.3-70b",0.3571287,0.48,0.92998916
99,1,"llama3.3-70b",1.0,1.0,0.9999999
99,2,"llama3.3-70b",0.11927687,0.41666666,0.9248493
99,3,"llama3.3-70b",0.69263834,0.921875,0.9814205
99,4,"llama3.3-70b",0.26465166,0.5070422,0.92569196
99,5,"llama3.3-70b",0.8423627,1.0,0.9931791
99,6,"llama3.3-70b",0.2936466,0.7380952,0.9575393
99,7,"llama3.3-70b",0.7419447,1.0,0.9929706
99,8,"llama3.3-70b",0.0,0.7692308,0.9586556
99,9,"llama3.3-70b",0.20251466,0.5614035,0.918727
100,0,"llama3.3-70b",1.0,1.0,1.0000002
100,1,"llama3.3-70b",0.7348889,0.9166667,0.9868959
100,2,"llama3.3-70b",0.3921736,0.55,0.9092891
100,3,"llama3.3-70b",0.3170233,0.8333333,0.9704714
100,4,"llama3.3-70b",0.77440315,0.8888889,0.97894907
100,5,"llama3.3-70b",0.8265168,0.9166667,0.9764333
100,6,"llama3.3-70b",0.084425114,0.4642857,0.9020579
100,7,"llama3.3-70b",0.70710677,1.0,0.99379563
100,8,"llama3.3-70b",0.0,0.5555556,0.91177183
100,9,"llama3.3-70b",0.30820483,0.72380954,0.93886864
7,0,"deepseek-v3",0.119395144,0.2972973,0.895671
7,1,"deepseek-v3",1.0,1.0,0.99999994
7,2,"deepseek-v3",0.14581709,0.4651163,0.93147314
7,3,"deepseek-v3",0.44837797,0.7559055,0.962764
7,4,"deepseek-v3",0.74453735,0.9056604,0.9840751
7,5,"deepseek-v3",0.081836134,0.34375,0.88856906
7,6,"deepseek-v3",0.0,0.15686275,0.86610985
7,7,"deepseek-v3",0.40880644,0.95652175,0.972503
7,8,"deepseek-v3",0.0,0.6666667,0.9528417
7,9,"deepseek-v3",0.15965706,0.530303,0.8951295
8,0,"deepseek-v3",0.47697246,0.8125,0.97707397
8,1,"deepseek-v3",1.0,1.0,1.0000001
8,2,"deepseek-v3",0.18550014,0.5116279,0.9259686
8,3,"deepseek-v3",0.16916911,0.6666667,0.94033915
8,4,"deepseek-v3",0.0,0.54545456,0.9110215
8,5,"deepseek-v3",0.8265168,1.0,0.99242765
8,6,"deepseek-v3",0.21386005,0.65753424,0.93959963
8,7,"deepseek-v3",0.4556162,0.95652175,0.97795385
8,8,"deepseek-v3",0.0,0.19607843,0.87752193
8,9,"deepseek-v3",0.2247923,0.70229006,0.9403119
9,0,"deepseek-v3",0.08062025,0.23880596,0.9103479
9,1,"deepseek-v3",0.70168793,0.90909094,0.9937474
9,2,"deepseek-v3",0.0,0.19672132,0.8282731
9,3,"deepseek-v3",0.4194949,0.8031496,0.9632251
9,4,"deepseek-v3",0.6897479,0.8301887,0.976924
9,5,"deepseek-v3",0.8423627,1.0,0.9931791
9,6,"deepseek-v3",0.21257518,0.75,0.95990574
9,7,"deepseek-v3",0.4556162,0.95652175,0.97840005
9,8,"deepseek-v3",0.0,0.6666667,0.9528417
9,9,"deepseek-v3",0.26707304,0.683871,0.9411864
10,0,"deepseek-v3",0.17267568,0.38961038,0.9037193
10,1,"deepseek-v3",0.70168793,0.90909094,0.9843455
10,2,"deepseek-v3",0.14362709,0.53333336,0.92775697
10,3,"deepseek-v3",0.3956126,0.7368421,0.9572122
10,4,"deepseek-v3",0.5454838,0.7346939,0.9596877
10,5,"deepseek-v3",0.8265168,1.0,0.99188066
10,6,"deepseek-v3",0.2076395,0.65789473,0.9411736
10,7,"deepseek-v3",0.59460354,1.0,0.9879457
10,8,"deepseek-v3",0.0,0.6666667,0.9528417
10,9,"deepseek-v3",0.14435165,0.6131387,0.9184834
11,0,"deepseek-v3",0.46431807,0.6923077,0.9558555
11,1,"deepseek-v3",1.0,1.0,0.99999994
11,2,"deepseek-v3",0.25131977,0.57894737,0.9311691
11,3,"deepseek-v3",0.24118333,0.7826087,0.9549636
11,4,"deepseek-v3",0.2162601,0.516129,0.92000276
11,5,"deepseek-v3",0.8423627,1.0,0.9931791
11,6,"deepseek-v3",0.0,0.2647059,0.862871
11,7,"deepseek-v3",0.5193072,1.0,0.98847467
11,8,"deepseek-v3",0.0,0.20408164,0.8737397
11,9,"deepseek-v3",0.38297984,0.7878788,0.9551568
12,0,"deepseek-v3",0.48530838,0.8433735,0.97102743
12,1,"deepseek-v3",0.5877284,0.9,0.9801069
12,2,"deepseek-v3",0.15848918,0.47619048,0.9320423
12,3,"deepseek-v3",0.37819722,0.765625,0.9548017
12,4,"deepseek-v3",0.6450925,0.8,0.97151595
12,5,"deepseek-v3",0.2928298,0.5294118,0.881569
12,6,"deepseek-v3",0.3118165,0.725,0.958387
12,7,"deepseek-v3",0.312394,0.9,0.95600426
12,8,"deepseek-v3",0.0,0.6666667,0.9528417
12,9,"deepseek-v3",0.26839614,0.71532845,0.9336052
13,0,"deepseek-v3",0.693298,0.8863636,0.978405
13,1,"deepseek-v3",0.59694916,0.8888889,0.99327046
13,2,"deepseek-v3",0.22840552,0.5945946,0.93220615
13,3,"deepseek-v3",0.49423727,0.76744187,0.95734656
13,4,"deepseek-v3",0.5366411,0.77272725,0.96282524
13,5,"deepseek-v3",0.18661492,0.47368422,0.867717
13,6,"deepseek-v3",0.5566508,0.8791209,0.9795232
13,7,"deepseek-v3",0.28256774,0.85714287,0.9621576
13,8,"deepseek-v3",0.0,0.6666667,0.9528417
13,9,"deepseek-v3",0.28326255,0.7659575,0.9532284
14,0,"deepseek-v3",0.17267568,0.38961038,0.9037193
14,1,"deepseek-v3",0.38827267,0.6666667,0.9492189
14,2,"deepseek-v3",0.1604756,0.53333336,0.9294716
14,3,"deepseek-v3",0.279079,0.68085104,0.94130343
14,4,"deepseek-v3",0.6750915,0.8372093,0.9732129
14,5,"deepseek-v3",0.42784593,0.7826087,0.940227
14,6,"deepseek-v3",0.17488126,0.6506024,0.94058645
14,7,"deepseek-v3",0.79635805,0.8695652,0.9761528
14,8,"deepseek-v3",0.0,0.6666667,0.9528417
14,9,"deepseek-v3",0.12806453,0.5323741,0.9002319
15,0,"deepseek-v3",0.11168842,0.29268292,0.90154344
15,1,"deepseek-v3",0.5877284,0.9,0.9801069
15,2,"deepseek-v3",0.1656802,0.5116279,0.9273081
15,3,"deepseek-v3",0.24671744,0.672,0.94598275
15,4,"deepseek-v3",0.4816198,0.72,0.9505818
15,5,"deepseek-v3",0.8423627,1.0,0.9931791
15,6,"deepseek-v3",0.17867936,0.5974026,0.9361824
15,7,"deepseek-v3",0.59460354,1.0,0.9879457
15,8,"deepseek-v3",0.0,0.6666667,0.9528417
15,9,"deepseek-v3",0.27280465,0.73913044,0.9482363
16,0,"deepseek-v3",0.902514,0.98245615,0.99464154
16,1,"deepseek-v3",0.41412386,0.6923077,0.9474025
16,2,"deepseek-v3",0.32878372,0.5,0.91537833
16,3,"deepseek-v3",0.0,0.37037036,0.9083375
16,4,"deepseek-v3",0.5833511,0.8,0.96737665
16,5,"deepseek-v3",0.8423627,0.9230769,0.97873425
16,6,"deepseek-v3",0.079782,0.6031746,0.9071955
16,7,"deepseek-v3",0.3549481,0.94736844,0.95984143
16,8,"deepseek-v3",0.0,0.6666667,0.9483905
16,9,"deepseek-v3",0.26075202,0.63414633,0.9360077
17,0,"deepseek-v3",0.4592339,0.6923077,0.9624446
17,1,"deepseek-v3",0.439537,0.88,0.9708446
17,2,"deepseek-v3",0.25131977,0.57894737,0.9258127
17,3,"deepseek-v3",0.68068343,0.9391304,0.9792771
17,4,"deepseek-v3",0.59474826,0.8,0.97542524
17,5,"deepseek-v3",0.8423627,1.0,0.9931791
17,6,"deepseek-v3",0.48679456,0.79012346,0.96529245
17,7,"deepseek-v3",0.28256774,0.85714287,0.9632797
17,8,"deepseek-v3",0.0,0.6666667,0.9500606
17,9,"deepseek-v3",0.24205244,0.6902655,0.941787
18,0,"deepseek-v3",0.7708956,0.92537314,0.9837692
18,1,"deepseek-v3",0.23440059,0.44444445,0.9326786
18,2,"deepseek-v3",0.10506504,0.34615386,0.927213
18,3,"deepseek-v3",0.58958536,0.85714287,0.98231554
18,4,"deepseek-v3",0.5833511,0.7692308,0.9647843
18,5,"deepseek-v3",0.8423627,1.0,0.99267346
18,6,"deepseek-v3",0.29822928,0.72,0.96331596
18,7,"deepseek-v3",0.0,0.7826087,0.9645215
18,8,"deepseek-v3",0.0,0.6666667,0.95133424
18,9,"deepseek-v3",0.52417195,0.8695652,0.97079635
19,0,"deepseek-v3",0.68155944,0.84745765,0.982378
19,1,"deepseek-v3",0.72925717,0.8695652,0.9703522
19,2,"deepseek-v3",0.22840552,0.5945946,0.9382367
19,3,"deepseek-v3",0.26034108,0.72,0.9512194
19,4,"deepseek-v3",0.8395876,1.0,0.9957414
19,5,"deepseek-v3",0.8423627,1.0,0.99183434
19,6,"deepseek-v3",0.5584434,0.8372093,0.97370195
19,7,"deepseek-v3",0.0,0.7826087,0.9645215
19,8,"deepseek-v3",0.0,0.6666667,0.9498001
19,9,"deepseek-v3",0.0,0.1981982,0.84607184
20,0,"deepseek-v3",1.0,1.0,1.0
20,1,"deepseek-v3",0.5873949,1.0,0.990374
20,2,"deepseek-v3",0.18957952,0.55813956,0.9304432
20,3,"deepseek-v3",0.26447377,0.47933885,0.93809015
20,4,"deepseek-v3",0.71789706,0.84615386,0.9801545
20,5,"deepseek-v3",0.23331806,0.47619048,0.88436854
20,6,"deepseek-v3",0.25790548,0.6756757,0.9514955
20,7,"deepseek-v3",0.4556162,0.95652175,0.97840005
20,8,"deepseek-v3",0.0,0.7692308,0.9586556
20,9,"deepseek-v3",0.16613765,0.6363636,0.92046374
21,0,"deepseek-v3",0.6928511,0.9066667,0.9836446
21,1,"deepseek-v3",0.5877284,0.9,0.9801069
21,2,"deepseek-v3",0.21914253,0.5365854,0.9264964
21,3,"deepseek-v3",0.22354436,0.6885246,0.94631016
21,4,"deepseek-v3",0.6543768,0.84444445,0.9789755
21,5,"deepseek-v3",0.8423627,1.0,0.9931791
21,6,"deepseek-v3",0.0,0.14545454,0.8553465
21,7,"deepseek-v3",0.312394,0.9,0.95600426
21,8,"deepseek-v3",0.0,0.6666667,0.9528417
21,9,"deepseek-v3",0.21171664,0.5496183,0.92042786
22,0,"deepseek-v3",0.12077421,0.3116883,0.9126374
22,1,"deepseek-v3",0.35084397,0.8,0.9666469
22,2,"deepseek-v3",0.113941446,0.25925925,0.8576157
22,3,"deepseek-v3",0.29402485,0.68421054,0.93370897
22,4,"deepseek-v3",0.0,0.16216215,0.8698198
22,5,"deepseek-v3",0.8423627,0.9230769,0.9782995
22,6,"deepseek-v3",0.0,0.2,0.865693
22,7,"deepseek-v3",0.28256774,0.85714287,0.9621576
22,8,"deepseek-v3",0.0,0.6666667,0.9528417
22,9,"deepseek-v3",0.1071728,0.5633803,0.90272105
23,0,"deepseek-v3",0.764563,0.9459459,0.9815532
23,1,"deepseek-v3",1.0,1.0,1.0000002
23,2,"deepseek-v3",0.19043377,0.5641026,0.9300628
23,3,"deepseek-v3",0.0,0.4,0.9301795
23,4,"deepseek-v3",0.37991783,0.84210527,0.9571655
23,5,"deepseek-v3",0.8423627,1.0,0.99226904
23,6,"deepseek-v3",0.269253,0.63492066,0.9517651
23,7,"deepseek-v3",0.7419447,1.0,0.9940546
23,8,"deepseek-v3",0.0,0.6666667,0.9500606
23,9,"deepseek-v3",0.28487828,0.7092199,0.9430173
25,0,"deepseek-v3",0.60764223,0.8674699,0.9732927
25,1,"deepseek-v3",0.59869087,0.9,0.9801069
25,2,"deepseek-v3",0.20162086,0.52380955,0.9265714
25,3,"deepseek-v3",0.37976548,0.75,0.96711886
25,4,"deepseek-v3",0.0,0.15384616,0.8712553
25,5,"deepseek-v3",0.8423627,1.0,0.9931791
25,6,"deepseek-v3",0.2985169,0.7123288,0.9546545
25,7,"deepseek-v3",0.4556162,0.95652175,0.97840005
25,8,"deepseek-v3",0.0,0.6666667,0.9528417
25,9,"deepseek-v3",0.288037,0.77862597,0.94733244
26,0,"deepseek-v3",0.09557084,0.27118644,0.9139936
26,1,"deepseek-v3",1.0,1.0,0.9999998
26,2,"deepseek-v3",0.0,0.21875,0.836712
26,3,"deepseek-v3",0.21866716,0.60294116,0.93327785
26,4,"deepseek-v3",0.6897479,0.8301887,0.9771783
26,5,"deepseek-v3",1.0,1.0,1.0
26,6,"deepseek-v3",0.18592535,0.73170733,0.95774156
26,7,"deepseek-v3",0.4556162,0.95652175,0.97840005
26,8,"deepseek-v3",0.0,0.6666667,0.9528417
26,9,"deepseek-v3",0.14202027,0.55172414,0.9216556
27,0,"deepseek-v3",0.49190786,0.627451,0.9835655
27,1,"deepseek-v3",0.0,0.1904762,0.882528
27,2,"deepseek-v3",0.11718333,0.29166666,0.8621561
27,3,"deepseek-v3",0.22739796,0.6229508,0.92553765
27,4,"deepseek-v3",0.0,0.2857143,0.9054848
27,5,"deepseek-v3",1.0,1.0,1.0
27,6,"deepseek-v3",0.13844167,0.6666667,0.9400531
27,7,"deepseek-v3",0.59460354,1.0,0.9879457
27,8,"deepseek-v3",0.0,0.7692308,0.9586556
27,9,"deepseek-v3",0.19637725,0.7131783,0.9400401
28,0,"deepseek-v3",0.6888075,0.9130435,0.98807675
28,1,"deepseek-v3",0.7348889,0.9166667,0.9853339
28,2,"deepseek-v3",0.20855725,0.57894737,0.9320083
28,3,"deepseek-v3",0.70071375,0.9245283,0.9800494
28,4,"deepseek-v3",0.591815,0.8,0.9725227
28,5,"deepseek-v3",0.0,0.20833333,0.85330385
28,6,"deepseek-v3",0.48924953,0.9041096,0.97708195
28,7,"deepseek-v3",0.4556162,0.95652175,0.97760373
28,8,"deepseek-v3",0.0,0.6666667,0.9500606
28,9,"deepseek-v3",0.45010567,0.73846155,0.95730245
29,0,"deepseek-v3",0.40908423,0.6849315,0.9537402
29,1,"deepseek-v3",1.0,1.0,0.99999994
29,2,"deepseek-v3",0.16967535,0.55813956,0.9293379
29,3,"deepseek-v3",0.19833966,0.77272725,0.91688085
29,4,"deepseek-v3",0.6436045,0.8181818,0.9762456
29,5,"deepseek-v3",0.8555262,1.0,0.9934716
29,6,"deepseek-v3",0.62739784,0.80487806,0.96683514
29,7,"deepseek-v3",0.4556162,0.95652175,0.978028
29,8,"deepseek-v3",0.0,0.1754386,0.87711155
29,9,"deepseek-v3",0.2899821,0.6567164,0.92302644
30,0,"deepseek-v3",0.5330349,0.8045977,0.9714804
30,1,"deepseek-v3",1.0,1.0,0.9999998
30,2,"deepseek-v3",0.15610886,0.54545456,0.92950094
30,3,"deepseek-v3",0.27799124,0.62903225,0.9229222
30,4,"deepseek-v3",0.5021599,0.7083333,0.95797074
30,5,"deepseek-v3",0.8265168,1.0,0.9925594
30,6,"deepseek-v3",0.12977153,0.5797101,0.92792445
30,7,"deepseek-v3",0.4556162,0.95652175,0.97840005
30,8,"deepseek-v3",0.0,0.6666667,0.9528417
30,9,"deepseek-v3",0.12122033,0.5625,0.9103148
31,0,"deepseek-v3",0.5673376,0.78571427,0.9702627
31,1,"deepseek-v3",1.0,1.0,0.99999976
31,2,"deepseek-v3",0.6107926,0.74285716,0.95150256
31,3,"deepseek-v3",0.0,0.4,0.9301795
31,4,"deepseek-v3",0.40335822,0.7647059,0.968977
31,5,"deepseek-v3",1.0,1.0,0.9999999
31,6,"deepseek-v3",0.0,0.41509435,0.8869292
31,7,"deepseek-v3",0.27901593,0.85714287,0.9605443
31,8,"deepseek-v3",0.0,0.7692308,0.95584
31,9,"deepseek-v3",0.26432213,0.6666667,0.94041437
32,0,"deepseek-v3",0.38663146,0.60714287,0.9640107
32,1,"deepseek-v3",0.578357,1.0,0.99320644
32,2,"deepseek-v3",0.23899977,0.3809524,0.88633275
32,3,"deepseek-v3",0.0,0.4,0.9322601
32,4,"deepseek-v3",0.4028998,0.6976744,0.9535005
32,5,"deepseek-v3",0.8423627,1.0,0.99117184
32,6,"deepseek-v3",0.34822074,0.5945946,0.95397377
32,7,"deepseek-v3",0.3549481,0.94736844,0.96365136
32,8,"deepseek-v3",0.0,0.6666667,0.9500614
32,9,"deepseek-v3",0.19386818,0.69902915,0.95728964
33,0,"deepseek-v3",0.09194664,0.29090908,0.91833514
33,1,"deepseek-v3",0.4463236,0.8888889,0.9752005
33,2,"deepseek-v3",0.20162086,0.52380955,0.92622805
33,3,"deepseek-v3",0.48363245,0.8148148,0.9658326
33,4,"deepseek-v3",0.64453155,0.8363636,0.9773884
33,5,"deepseek-v3",1.0,1.0,1.0000001
33,6,"deepseek-v3",0.4239724,0.84705883,0.96984893
33,7,"deepseek-v3",0.59460354,1.0,0.9879457
33,8,"deepseek-v3",0.0,0.6666667,0.9528417
33,9,"deepseek-v3",0.2386409,0.76811594,0.950799
34,0,"deepseek-v3",0.7100896,0.8764045,0.97924495
34,1,"deepseek-v3",0.78162754,0.9411765,0.98603094
34,2,"deepseek-v3",0.25131977,0.57894737,0.93036574
34,3,"deepseek-v3",0.55769134,0.8173913,0.9635418
34,4,"deepseek-v3",1.0,1.0,1.0
34,5,"deepseek-v3",0.8423627,1.0,0.9931791
34,6,"deepseek-v3",0.0,0.16129032,0.85798293
34,7,"deepseek-v3",0.59460354,1.0,0.9879457
34,8,"deepseek-v3",0.0,0.7692308,0.9586556
34,9,"deepseek-v3",0.29288742,0.7910448,0.95750254
35,0,"deepseek-v3",0.4924875,0.84615386,0.96900815
35,1,"deepseek-v3",0.78162754,0.9411765,0.98603094
35,2,"deepseek-v3",0.25131977,0.57894737,0.9311691
35,3,"deepseek-v3",0.13648799,0.6551724,0.9399842
35,4,"deepseek-v3",0.5366411,0.7906977,0.9622531
35,5,"deepseek-v3",0.8265168,1.0,0.9923326
35,6,"deepseek-v3",0.21940874,0.7160494,0.9520204
35,7,"deepseek-v3",0.4556162,0.95652175,0.97840005
35,8,"deepseek-v3",0.0,0.6666667,0.9528417
35,9,"deepseek-v3",0.23841201,0.73846155,0.9376804
36,0,"deepseek-v3",0.33411726,0.6333333,0.945875
36,1,"deepseek-v3",0.791262,0.9444444,0.9876274
36,2,"deepseek-v3",0.25131977,0.57894737,0.9356111
36,3,"deepseek-v3",0.45307088,0.7777778,0.9622331
36,4,"deepseek-v3",0.5206256,0.8,0.96909255
36,5,"deepseek-v3",1.0,1.0,1.0
36,6,"deepseek-v3",0.5217272,0.8764045,0.97962165
36,7,"deepseek-v3",0.70710677,1.0,0.99062395
36,8,"deepseek-v3",0.0,0.6666667,0.9511529
36,9,"deepseek-v3",0.3629825,0.7878788,0.9550501
37,0,"deepseek-v3",0.73098826,0.875,0.9813304
37,1,"deepseek-v3",0.7102992,1.0,0.98702496
37,2,"deepseek-v3",0.32781973,0.63829786,0.9371244
37,3,"deepseek-v3",0.0,0.4,0.9322601
37,4,"deepseek-v3",0.39832872,0.6923077,0.9504841
37,5,"deepseek-v3",0.8423627,1.0,0.99323213
37,6,"deepseek-v3",0.13191602,0.5925926,0.922574
37,7,"deepseek-v3",0.5193072,1.0,0.9879469
37,8,"deepseek-v3",0.0,0.6666667,0.95133424
37,9,"deepseek-v3",0.42737108,0.7903226,0.9620486
38,0,"deepseek-v3",0.11370783,0.3529412,0.9014239
38,1,"deepseek-v3",1.0,1.0,0.9999998
38,2,"deepseek-v3",0.21914253,0.5365854,0.9264964
38,3,"deepseek-v3",0.44956705,0.7910448,0.9592161
38,4,"deepseek-v3",0.51389915,0.7777778,0.9664612
38,5,"deepseek-v3",0.8423627,1.0,0.9931791
38,6,"deepseek-v3",0.14849102,0.6388889,0.9430086
38,7,"deepseek-v3",0.59460354,1.0,0.9879457
38,8,"deepseek-v3",0.0,0.7692308,0.9586556
38,9,"deepseek-v3",0.0,0.25225225,0.83799875
39,0,"deepseek-v3",0.16806684,0.35,0.9100056
39,1,"deepseek-v3",0.0,0.1904762,0.882528
39,2,"deepseek-v3",0.10006749,0.27450982,0.8614627
39,3,"deepseek-v3",0.26159358,0.688,0.9464671
39,4,"deepseek-v3",0.6006601,0.8235294,0.96841097
39,5,"deepseek-v3",1.0,1.0,1.0
39,6,"deepseek-v3",0.32244802,0.725,0.95175385
39,7,"deepseek-v3",0.0,0.25,0.88407564
39,8,"deepseek-v3",0.45480192,0.85714287,0.98201025
39,9,"deepseek-v3",0.17971304,0.6376812,0.93411154
40,0,"deepseek-v3",0.40026712,0.6865672,0.9639042
40,1,"deepseek-v3",1.0,1.0,1.0
40,2,"deepseek-v3",0.1449773,0.52380955,0.9323087
40,3,"deepseek-v3",0.27249745,0.6849315,0.9510852
40,4,"deepseek-v3",0.18291211,0.3773585,0.9231416
40,5,"deepseek-v3",0.8555262,1.0,0.9938894
40,6,"deepseek-v3",0.53792596,0.87356323,0.97729546
40,7,"deepseek-v3",0.59460354,1.0,0.9878214
40,8,"deepseek-v3",0.0,0.5882353,0.92179036
40,9,"deepseek-v3",0.30798534,0.8111888,0.9662256
41,0,"deepseek-v3",1.0,1.0,1.0
